state	date	dem_xibar	dem_low	dem_high	gop_xibar	gop_low	gop_high	diff_xibar	diff_low	diff_high	undecided_xibar	dem_win_prob	dem_win_prob_with_undecided
IA	2016-10-05	0.412704842431213	0.38822032442567	0.438269183233342	0.489924226056323	0.46401769110792	0.518756815046131	-0.0572439573325795	-0.106279501570353	-0.00793309840573896	0.0889216942486792	0.013	0.113
IA	2016-10-06	0.412691578844903	0.388119254346191	0.438401446424746	0.489936662185199	0.463771830833991	0.518972937123845	-0.0570804138106848	-0.107128055264613	-0.00870636682683996	0.0889211312678411	0.01195	0.11195
IA	2016-10-07	0.412689482413763	0.387832638394339	0.438517814075591	0.489937093848369	0.463784679545626	0.519100503679993	-0.0571814594237506	-0.107139060514002	-0.00758932204601944	0.0889154352251662	0.01345	0.11345
IA	2016-10-08	0.412720699543955	0.38755715023156	0.438825631885932	0.489935187856795	0.463479028432405	0.519444068084472	-0.057097560278587	-0.107876336580867	-0.00724748223286328	0.08888732699812	0.01375	0.11375
IA	2016-10-09	0.412720737813146	0.387348630293827	0.438889013273707	0.489928387037551	0.463300484183383	0.519719063656443	-0.0571624017380103	-0.107707785356325	-0.00774517314056488	0.0888972537390539	0.0122	0.1122
IA	2016-10-10	0.412730835026031	0.387197254803172	0.439078457981697	0.489929997694857	0.463128582523289	0.519709450979991	-0.0572795509411135	-0.108310991211119	-0.00658729676421824	0.0888862891445225	0.014	0.114
IA	2016-10-11	0.412744825390732	0.387139100898248	0.439315873452697	0.48991449936587	0.463108709792916	0.520099663990283	-0.057201478341232	-0.108453559350131	-0.0068452423718403	0.0888815280479394	0.014	0.114
IA	2016-10-12	0.412749834066484	0.386975959572642	0.439511577483837	0.489925056474217	0.462867093373396	0.520309830829675	-0.0570938739972763	-0.107699532097747	-0.00744611743615875	0.0888670466687629	0.0135	0.1135
IA	2016-10-13	0.41273036961779	0.386917886597992	0.439646213257866	0.489938780654727	0.462843104193981	0.520529233573862	-0.0571118634576627	-0.10793908632911	-0.00619874512874685	0.0888709906783264	0.0147	0.1147
IA	2016-10-14	0.412753482375385	0.386970669035006	0.440090625402249	0.489936397740282	0.462535100213738	0.520568635246596	-0.0572383867665504	-0.109345979022113	-0.00697155365784401	0.0888537085770698	0.01415	0.11415
IA	2016-10-15	0.412746037570869	0.386612257274641	0.439888150849827	0.489935717594159	0.462455436000181	0.520603150004057	-0.0572584567088038	-0.108866358045097	-0.00616151258851551	0.0888563633304878	0.01435	0.11435
IA	2016-10-16	0.412745779009053	0.386481517870952	0.440222855668989	0.489957589173959	0.462374215900548	0.520845973063363	-0.0572673987291296	-0.109835792606745	-0.00529662858895727	0.0888274782929069	0.017	0.117
IA	2016-10-17	0.412743912779625	0.386509186110736	0.44053645352496	0.489962080505269	0.462257392968836	0.520616011244429	-0.0572795273202449	-0.109752199363982	-0.00579748250316042	0.0888201542549192	0.0154	0.1154
IA	2016-10-18	0.412748978093481	0.386173558256445	0.440620515363999	0.489957145094219	0.462055793452066	0.520790694664539	-0.0573928648790665	-0.110032566687944	-0.00595456825549215	0.0888224534077563	0.0157	0.1157
IA	2016-10-19	0.412739260583911	0.386136686009747	0.440980460770988	0.489961444281979	0.4618521333271	0.521296969432156	-0.0572144479559817	-0.109948170966438	-0.0059826669114709	0.088832571566109	0.0151	0.1151
IA	2016-10-20	0.412731525429834	0.386072594159891	0.441080398226192	0.489973552557	0.46163163046677	0.521389841449376	-0.0572770896253871	-0.110716501024584	-0.0052528587826605	0.0888351357382567	0.01685	0.11685
IA	2016-10-21	0.412738459763277	0.386090732893907	0.441250863076579	0.489988244276538	0.461693629806797	0.521471128558573	-0.0570408162397719	-0.110716557330629	-0.00460517691358888	0.0888195423738415	0.0177	0.1177
IA	2016-10-22	0.4127436332415	0.385763143607038	0.441338793265921	0.490001260606679	0.4614920834563	0.521685649182266	-0.0573521927624314	-0.111025412788442	-0.00457115411610066	0.0888013918690751	0.01775	0.11775
IA	2016-10-23	0.412755839657419	0.385469468676211	0.441648747980266	0.49001148625927	0.461519303681011	0.521854271205187	-0.0573124893698498	-0.111727370263071	-0.00331535717116548	0.0887795882208257	0.0202	0.1202
IA	2016-10-24	0.412749806802084	0.385538383010732	0.441575681527714	0.490007149315	0.461414739312058	0.5220733100152	-0.0572777989994056	-0.11038593224488	-0.00455494706883484	0.0887920224396587	0.018	0.118
IA	2016-10-25	0.412767611411153	0.385438215170382	0.441824494547185	0.490003907603641	0.461207582828277	0.52238107989424	-0.0573311649070832	-0.112756353954771	-0.00419472719495904	0.0887832541663031	0.0183	0.1183
IA	2016-10-26	0.412774926910379	0.385312114342672	0.442021619559992	0.490009175367264	0.461126651942445	0.522482763890719	-0.0571812869757535	-0.112263523283699	-0.00371882961080073	0.0887699701190828	0.019	0.119
IA	2016-10-27	0.412791901457219	0.385273502605984	0.442300443927029	0.490009803793138	0.461000620056785	0.522512978391172	-0.057101003685928	-0.111344119495563	-0.00242494521412356	0.0887574942782896	0.02055	0.12055
IA	2016-10-28	0.412807179081168	0.385102450605718	0.442415382094972	0.489997951701415	0.460792693210888	0.52261029399739	-0.0570278122302706	-0.111900619630048	-0.00280662023560732	0.088755729879884	0.0197	0.1197
IA	2016-10-29	0.412814024567278	0.385019921168248	0.442928460524972	0.490015985636411	0.460579713678403	0.522685401184535	-0.0572776219802262	-0.111901521663562	-0.00346746222129811	0.0887332854928663	0.01945	0.11945
IA	2016-10-30	0.412823983206163	0.384982102301541	0.443033659905934	0.490018203844264	0.460467224719782	0.523070296607689	-0.0571752664764764	-0.111735531427818	-0.00273088341376095	0.0887271220460888	0.02055	0.12055
IA	2016-10-31	0.412836926663403	0.384836945046158	0.442902186632357	0.490008317854968	0.460302219748609	0.52316856243784	-0.0572915169167172	-0.112274822954154	-0.00196527439732469	0.0887322066260291	0.0217	0.1217
IA	2016-11-01	0.412833890981289	0.384657806368393	0.443213258111848	0.490012598187683	0.460159978634193	0.523339879206325	-0.0570459651174124	-0.111972957405005	-0.00195690057995036	0.0887312761093386	0.02175	0.12175
IA	2016-11-02	0.412836691959903	0.384418434475116	0.443186238256938	0.48999896287439	0.460081682849155	0.523474921927781	-0.0571415275162388	-0.11325243015227	-0.00176309111668322	0.0887413959989506	0.02175	0.12175
IA	2016-11-03	0.412834495372414	0.384156293617143	0.443526261660888	0.489989851225836	0.460049441852454	0.523587230225192	-0.0572181965592317	-0.114347167648946	-0.0017942373044926	0.0887520190177154	0.022	0.122
IA	2016-11-04	0.412831511054523	0.38414565400713	0.443575365936343	0.489994788947284	0.459628000084126	0.524107583545048	-0.0571422921860908	-0.113572275215425	-0.00229546184460524	0.0887541289577591	0.02095	0.12095
IA	2016-11-05	0.412842833108195	0.384072212669154	0.443747998634861	0.490006868997179	0.459598136059023	0.524194556769213	-0.0572475807554695	-0.113441911180087	-0.00176229674898851	0.0887376611202486	0.0224	0.1224
IA	2016-11-06	0.412853065656038	0.384139207789989	0.443812202849066	0.490011667471472	0.459340730775868	0.524269246351481	-0.0571101857069293	-0.113514802235956	-0.000948108358920714	0.0887259916494741	0.0227	0.1227
IA	2016-11-07	0.412854209604436	0.38388538404969	0.443963643269169	0.490013978587908	0.459355940476982	0.524155726761749	-0.0572604557252815	-0.114098098482163	-0.00162112570113901	0.0887234513204054	0.02195	0.12195
IA	2016-11-08	0.412859178578778	0.38382620606401	0.44408399770566	0.490013900949971	0.459490506406995	0.524393083311529	-0.0572498786156065	-0.113809691028791	-0.00158184058149982	0.0887146505888787	0.022	0.122
ID	2016-08-29											0.01	0.01
ID	2016-08-30											0.01	0.01
ID	2016-08-31											0.01	0.01
ID	2016-09-01											0.01	0.01
ID	2016-09-02											0.01	0.01
ID	2016-09-03											0.01	0.01
ID	2016-09-04											0.01	0.01
ID	2016-09-05											0.01	0.01
ID	2016-09-06											0.01	0.01
ID	2016-09-07											0.01	0.01
ID	2016-09-08											0.01	0.01
ID	2016-09-09											0.01	0.01
ID	2016-09-10											0.01	0.01
ID	2016-09-11											0.01	0.01
ID	2016-09-12											0.01	0.01
ID	2016-09-13											0.01	0.01
ID	2016-09-14											0.01	0.01
ID	2016-09-15											0.01	0.01
ID	2016-09-16											0.01	0.01
ID	2016-09-17											0.01	0.01
ID	2016-09-18											0.01	0.01
ID	2016-09-19											0.01	0.01
ID	2016-09-20											0.01	0.01
ID	2016-09-21											0.01	0.01
ID	2016-09-22											0.01	0.01
ID	2016-09-23											0.01	0.01
ID	2016-09-24											0.01	0.01
ID	2016-09-25											0.01	0.01
ID	2016-09-26											0.01	0.01
ID	2016-09-27											0.01	0.01
ID	2016-09-28											0.01	0.01
ID	2016-09-29											0.01	0.01
ID	2016-09-30											0.01	0.01
ID	2016-10-01											0.01	0.01
ID	2016-10-02											0.01	0.01
ID	2016-10-03											0.01	0.01
ID	2016-10-04											0.01	0.01
ID	2016-10-05											0.01	0.01
ID	2016-10-06											0.01	0.01
ID	2016-10-07											0.01	0.01
ID	2016-10-08											0.01	0.01
ID	2016-10-09											0.01	0.01
ID	2016-10-10											0.01	0.01
ID	2016-10-11											0.01	0.01
ID	2016-10-12											0.01	0.01
ID	2016-10-13											0.01	0.01
ID	2016-10-14											0.01	0.01
ID	2016-10-15											0.01	0.01
ID	2016-10-16											0.01	0.01
ID	2016-10-17											0.01	0.01
ID	2016-10-18											0.01	0.01
ID	2016-10-19											0.01	0.01
ID	2016-10-20											0.01	0.01
ID	2016-10-21											0.01	0.01
ID	2016-10-22											0.01	0.01
ID	2016-10-23											0.01	0.01
ID	2016-10-24											0.01	0.01
ID	2016-10-25											0.01	0.01
ID	2016-10-26											0.01	0.01
ID	2016-10-27											0.01	0.01
ID	2016-10-28											0.01	0.01
ID	2016-10-29											0.01	0.01
ID	2016-10-30											0.01	0.01
ID	2016-10-31											0.01	0.01
ID	2016-11-01											0.01	0.01
ID	2016-11-02											0.01	0.01
ID	2016-11-03											0.01	0.01
ID	2016-11-04											0.01	0.01
ID	2016-11-05											0.01	0.01
ID	2016-11-06											0.01	0.01
ID	2016-11-07											0.01	0.01
ID	2016-11-08											0.01	0.01
IL	2016-08-29											0.5	0.5
IL	2016-08-30											0.5	0.5
IL	2016-08-31											0.5	0.5
IL	2016-09-01											0.5	0.5
IL	2016-09-02											0.5	0.5
IL	2016-09-03											0.5	0.5
IL	2016-09-04											0.5	0.5
IL	2016-09-05											0.5	0.5
IL	2016-09-06											0.5	0.5
IL	2016-09-07											0.5	0.5
IL	2016-09-08											0.5	0.5
IL	2016-09-09											0.5	0.5
IL	2016-09-10											0.5	0.5
IL	2016-09-11											0.5	0.5
IL	2016-09-12											0.5	0.5
IL	2016-09-13											0.5	0.5
IL	2016-09-14											0.5	0.5
IL	2016-09-15											0.5	0.5
IL	2016-09-16											0.5	0.5
IL	2016-09-17											0.5	0.5
IL	2016-09-18											0.5	0.5
IL	2016-09-19											0.5	0.5
IL	2016-09-20											0.5	0.5
IL	2016-09-21											0.5	0.5
IL	2016-09-22											0.5	0.5
IL	2016-09-23											0.5	0.5
IL	2016-09-24											0.5	0.5
IL	2016-09-25											0.5	0.5
IL	2016-09-26											0.5	0.5
IL	2016-09-27											0.5	0.5
IL	2016-09-28											0.5	0.5
IL	2016-09-29											0.5	0.5
IL	2016-09-30											0.5	0.5
IL	2016-10-01											0.5	0.5
IL	2016-10-02											0.5	0.5
IL	2016-10-03											0.5	0.5
IL	2016-10-04											0.5	0.5
IL	2016-10-05											0.5	0.5
IL	2016-10-06											0.5	0.5
IL	2016-10-07											0.5	0.5
IL	2016-10-08											0.5	0.5
IL	2016-10-09											0.5	0.5
IL	2016-10-10											0.5	0.5
IL	2016-10-11											0.5	0.5
IL	2016-10-12											0.5	0.5
IL	2016-10-13											0.5	0.5
IL	2016-10-14											0.5	0.5
IL	2016-10-15											0.5	0.5
IL	2016-10-16											0.5	0.5
IL	2016-10-17											0.5	0.5
IL	2016-10-18											0.5	0.5
IL	2016-10-19											0.5	0.5
IL	2016-10-20											0.5	0.5
IL	2016-10-21											0.5	0.5
IL	2016-10-22											0.5	0.5
IL	2016-10-23											0.5	0.5
IL	2016-10-24											0.5	0.5
IL	2016-10-25											0.5	0.5
IL	2016-10-26											0.5	0.5
IL	2016-10-27											0.5	0.5
IL	2016-10-28											0.5	0.5
IL	2016-10-29											0.5	0.5
IL	2016-10-30											0.5	0.5
IL	2016-10-31											0.5	0.5
IL	2016-11-01											0.5	0.5
IL	2016-11-02											0.5	0.5
IL	2016-11-03											0.5	0.5
IL	2016-11-04											0.5	0.5
IL	2016-11-05											0.5	0.5
IL	2016-11-06											0.5	0.5
IL	2016-11-07											0.5	0.5
IL	2016-11-08											0.5	0.5
IN	2016-08-29											0.5	0.5
IN	2016-08-30											0.5	0.5
IN	2016-08-31											0.5	0.5
IN	2016-09-01											0.5	0.5
IN	2016-09-02											0.5	0.5
IN	2016-09-03											0.5	0.5
IN	2016-09-04											0.5	0.5
IN	2016-09-05											0.5	0.5
IN	2016-09-06											0.5	0.5
IN	2016-09-07											0.5	0.5
IN	2016-09-08											0.5	0.5
IN	2016-09-09											0.5	0.5
IN	2016-09-10											0.5	0.5
IN	2016-09-11											0.5	0.5
IN	2016-09-12											0.5	0.5
IN	2016-09-13											0.5	0.5
IN	2016-09-14											0.5	0.5
IN	2016-09-15											0.5	0.5
IN	2016-09-16											0.5	0.5
IN	2016-09-17											0.5	0.5
IN	2016-09-18											0.5	0.5
IN	2016-09-19											0.5	0.5
IN	2016-09-20											0.5	0.5
IN	2016-09-21											0.5	0.5
IN	2016-09-22											0.5	0.5
IN	2016-09-23											0.5	0.5
IN	2016-09-24											0.5	0.5
IN	2016-09-25											0.5	0.5
IN	2016-09-26											0.5	0.5
IN	2016-09-27											0.5	0.5
IN	2016-09-28											0.5	0.5
IN	2016-09-29											0.5	0.5
IN	2016-09-30											0.5	0.5
IN	2016-10-01											0.5	0.5
IN	2016-10-02											0.5	0.5
IN	2016-10-03											0.5	0.5
IN	2016-10-04											0.5	0.5
IN	2016-10-05											0.5	0.5
IN	2016-10-06											0.5	0.5
IN	2016-10-07											0.5	0.5
IN	2016-10-08											0.5	0.5
IN	2016-10-09											0.5	0.5
IN	2016-10-10											0.5	0.5
IN	2016-10-11											0.5	0.5
IN	2016-10-12											0.5	0.5
IN	2016-10-13											0.5	0.5
IN	2016-10-14											0.5	0.5
IN	2016-10-15											0.5	0.5
IN	2016-10-16											0.5	0.5
IN	2016-10-17											0.5	0.5
IN	2016-10-18											0.5	0.5
IN	2016-10-19											0.5	0.5
IN	2016-10-20											0.5	0.5
IN	2016-10-21											0.5	0.5
IN	2016-10-22											0.5	0.5
IN	2016-10-23											0.5	0.5
IN	2016-10-24											0.5	0.5
IN	2016-10-25											0.5	0.5
IN	2016-10-26											0.5	0.5
IN	2016-10-27											0.5	0.5
IN	2016-10-28											0.5	0.5
IN	2016-10-29											0.5	0.5
IN	2016-10-30											0.5	0.5
IN	2016-10-31											0.5	0.5
IN	2016-11-01											0.5	0.5
IN	2016-11-02											0.5	0.5
IN	2016-11-03											0.5	0.5
IN	2016-11-04											0.5	0.5
IN	2016-11-05											0.5	0.5
IN	2016-11-06											0.5	0.5
IN	2016-11-07											0.5	0.5
IN	2016-11-08											0.5	0.5
KS	2016-08-29											0.01	0.01
KS	2016-08-30											0.01	0.01
KS	2016-08-31											0.01	0.01
KS	2016-09-01											0.01	0.01
KS	2016-09-02											0.01	0.01
KS	2016-09-03											0.01	0.01
KS	2016-09-04											0.01	0.01
KS	2016-09-05											0.01	0.01
KS	2016-09-06											0.01	0.01
KS	2016-09-07											0.01	0.01
KS	2016-09-08											0.01	0.01
KS	2016-09-09											0.01	0.01
KS	2016-09-10											0.01	0.01
KS	2016-09-11											0.01	0.01
KS	2016-09-12											0.01	0.01
KS	2016-09-13											0.01	0.01
KS	2016-09-14											0.01	0.01
KS	2016-09-15											0.01	0.01
KS	2016-09-16											0.01	0.01
KS	2016-09-17											0.01	0.01
KS	2016-09-18											0.01	0.01
KS	2016-09-19											0.01	0.01
KS	2016-09-20											0.01	0.01
KS	2016-09-21											0.01	0.01
KS	2016-09-22											0.01	0.01
KS	2016-09-23											0.01	0.01
KS	2016-09-24											0.01	0.01
KS	2016-09-25											0.01	0.01
KS	2016-09-26											0.01	0.01
KS	2016-09-27											0.01	0.01
KS	2016-09-28											0.01	0.01
KS	2016-09-29											0.01	0.01
KS	2016-09-30											0.01	0.01
KS	2016-10-01											0.01	0.01
KS	2016-10-02											0.01	0.01
KS	2016-10-03											0.01	0.01
KS	2016-10-04											0.01	0.01
KS	2016-10-05											0.01	0.01
KS	2016-10-06											0.01	0.01
KS	2016-10-07											0.01	0.01
KS	2016-10-08											0.01	0.01
KS	2016-10-09											0.01	0.01
KS	2016-10-10											0.01	0.01
KS	2016-10-11											0.01	0.01
KS	2016-10-12											0.01	0.01
KS	2016-10-13											0.01	0.01
KS	2016-10-14											0.01	0.01
KS	2016-10-15											0.01	0.01
KS	2016-10-16											0.01	0.01
KS	2016-10-17											0.01	0.01
KS	2016-10-18											0.01	0.01
KS	2016-10-19											0.01	0.01
KS	2016-10-20											0.01	0.01
KS	2016-10-21											0.01	0.01
KS	2016-10-22											0.01	0.01
KS	2016-10-23											0.01	0.01
KS	2016-10-24											0.01	0.01
KS	2016-10-25											0.01	0.01
KS	2016-10-26											0.01	0.01
KS	2016-10-27											0.01	0.01
KS	2016-10-28											0.01	0.01
KS	2016-10-29											0.01	0.01
KS	2016-10-30											0.01	0.01
KS	2016-10-31											0.01	0.01
KS	2016-11-01											0.01	0.01
KS	2016-11-02											0.01	0.01
KS	2016-11-03											0.01	0.01
KS	2016-11-04											0.01	0.01
KS	2016-11-05											0.01	0.01
KS	2016-11-06											0.01	0.01
KS	2016-11-07											0.01	0.01
KS	2016-11-08											0.01	0.01
KY	2016-08-29											0.01	0.01
KY	2016-08-30											0.01	0.01
KY	2016-08-31											0.01	0.01
KY	2016-09-01											0.01	0.01
KY	2016-09-02											0.01	0.01
KY	2016-09-03											0.01	0.01
KY	2016-09-04											0.01	0.01
KY	2016-09-05											0.01	0.01
KY	2016-09-06											0.01	0.01
KY	2016-09-07											0.01	0.01
KY	2016-09-08											0.01	0.01
KY	2016-09-09											0.01	0.01
KY	2016-09-10											0.01	0.01
KY	2016-09-11											0.01	0.01
KY	2016-09-12											0.01	0.01
KY	2016-09-13											0.01	0.01
KY	2016-09-14											0.01	0.01
KY	2016-09-15											0.01	0.01
KY	2016-09-16											0.01	0.01
KY	2016-09-17											0.01	0.01
KY	2016-09-18											0.01	0.01
KY	2016-09-19											0.01	0.01
KY	2016-09-20											0.01	0.01
KY	2016-09-21											0.01	0.01
KY	2016-09-22											0.01	0.01
KY	2016-09-23											0.01	0.01
KY	2016-09-24											0.01	0.01
KY	2016-09-25											0.01	0.01
KY	2016-09-26											0.01	0.01
KY	2016-09-27											0.01	0.01
KY	2016-09-28											0.01	0.01
KY	2016-09-29											0.01	0.01
KY	2016-09-30											0.01	0.01
KY	2016-10-01											0.01	0.01
KY	2016-10-02											0.01	0.01
KY	2016-10-03											0.01	0.01
KY	2016-10-04											0.01	0.01
KY	2016-10-05											0.01	0.01
KY	2016-10-06											0.01	0.01
KY	2016-10-07											0.01	0.01
KY	2016-10-08											0.01	0.01
KY	2016-10-09											0.01	0.01
KY	2016-10-10											0.01	0.01
KY	2016-10-11											0.01	0.01
KY	2016-10-12											0.01	0.01
KY	2016-10-13											0.01	0.01
KY	2016-10-14											0.01	0.01
KY	2016-10-15											0.01	0.01
KY	2016-10-16											0.01	0.01
KY	2016-10-17											0.01	0.01
KY	2016-10-18											0.01	0.01
KY	2016-10-19											0.01	0.01
KY	2016-10-20											0.01	0.01
KY	2016-10-21											0.01	0.01
KY	2016-10-22											0.01	0.01
KY	2016-10-23											0.01	0.01
KY	2016-10-24											0.01	0.01
KY	2016-10-25											0.01	0.01
KY	2016-10-26											0.01	0.01
KY	2016-10-27											0.01	0.01
KY	2016-10-28											0.01	0.01
KY	2016-10-29											0.01	0.01
KY	2016-10-30											0.01	0.01
KY	2016-10-31											0.01	0.01
KY	2016-11-01											0.01	0.01
KY	2016-11-02											0.01	0.01
KY	2016-11-03											0.01	0.01
KY	2016-11-04											0.01	0.01
KY	2016-11-05											0.01	0.01
KY	2016-11-06											0.01	0.01
KY	2016-11-07											0.01	0.01
KY	2016-11-08											0.01	0.01
LA	2016-08-29											0.01	0.01
LA	2016-08-30											0.01	0.01
LA	2016-08-31											0.01	0.01
LA	2016-09-01											0.01	0.01
LA	2016-09-02											0.01	0.01
LA	2016-09-03											0.01	0.01
LA	2016-09-04											0.01	0.01
LA	2016-09-05											0.01	0.01
LA	2016-09-06											0.01	0.01
LA	2016-09-07											0.01	0.01
LA	2016-09-08											0.01	0.01
LA	2016-09-09											0.01	0.01
LA	2016-09-10											0.01	0.01
LA	2016-09-11											0.01	0.01
LA	2016-09-12											0.01	0.01
LA	2016-09-13											0.01	0.01
LA	2016-09-14											0.01	0.01
LA	2016-09-15											0.01	0.01
LA	2016-09-16											0.01	0.01
LA	2016-09-17											0.01	0.01
LA	2016-09-18											0.01	0.01
LA	2016-09-19											0.01	0.01
LA	2016-09-20											0.01	0.01
LA	2016-09-21											0.01	0.01
LA	2016-09-22											0.01	0.01
LA	2016-09-23											0.01	0.01
LA	2016-09-24											0.01	0.01
LA	2016-09-25											0.01	0.01
LA	2016-09-26											0.01	0.01
LA	2016-09-27											0.01	0.01
LA	2016-09-28											0.01	0.01
LA	2016-09-29											0.01	0.01
LA	2016-09-30											0.01	0.01
LA	2016-10-01											0.01	0.01
LA	2016-10-02											0.01	0.01
LA	2016-10-03											0.01	0.01
LA	2016-10-04											0.01	0.01
LA	2016-10-05											0.01	0.01
LA	2016-10-06											0.01	0.01
LA	2016-10-07											0.01	0.01
LA	2016-10-08											0.01	0.01
LA	2016-10-09											0.01	0.01
LA	2016-10-10											0.01	0.01
LA	2016-10-11											0.01	0.01
LA	2016-10-12											0.01	0.01
LA	2016-10-13											0.01	0.01
LA	2016-10-14											0.01	0.01
LA	2016-10-15											0.01	0.01
LA	2016-10-16											0.01	0.01
LA	2016-10-17											0.01	0.01
LA	2016-10-18											0.01	0.01
LA	2016-10-19											0.01	0.01
LA	2016-10-20											0.01	0.01
LA	2016-10-21											0.01	0.01
LA	2016-10-22											0.01	0.01
LA	2016-10-23											0.01	0.01
LA	2016-10-24											0.01	0.01
LA	2016-10-25											0.01	0.01
LA	2016-10-26											0.01	0.01
LA	2016-10-27											0.01	0.01
LA	2016-10-28											0.01	0.01
LA	2016-10-29											0.01	0.01
LA	2016-10-30											0.01	0.01
LA	2016-10-31											0.01	0.01
LA	2016-11-01											0.01	0.01
LA	2016-11-02											0.01	0.01
LA	2016-11-03											0.01	0.01
LA	2016-11-04											0.01	0.01
LA	2016-11-05											0.01	0.01
LA	2016-11-06											0.01	0.01
LA	2016-11-07											0.01	0.01
LA	2016-11-08											0.01	0.01
MD	2016-08-29											1	1
MD	2016-08-30											1	1
MD	2016-08-31											1	1
MD	2016-09-01											1	1
MD	2016-09-02											1	1
MD	2016-09-03											1	1
MD	2016-09-04											1	1
MD	2016-09-05											1	1
MD	2016-09-06											1	1
MD	2016-09-07											1	1
MD	2016-09-08											1	1
MD	2016-09-09											1	1
MD	2016-09-10											1	1
MD	2016-09-11											1	1
MD	2016-09-12											1	1
MD	2016-09-13											1	1
MD	2016-09-14											1	1
MD	2016-09-15											1	1
MD	2016-09-16											1	1
MD	2016-09-17											1	1
MD	2016-09-18											1	1
MD	2016-09-19											1	1
MD	2016-09-20											1	1
MD	2016-09-21											1	1
MD	2016-09-22											1	1
MD	2016-09-23											1	1
MD	2016-09-24											1	1
MD	2016-09-25											1	1
MD	2016-09-26											1	1
MD	2016-09-27											1	1
MD	2016-09-28											1	1
MD	2016-09-29											1	1
MD	2016-09-30											1	1
MD	2016-10-01											1	1
MD	2016-10-02											1	1
MD	2016-10-03											1	1
MD	2016-10-04											1	1
MD	2016-10-05											1	1
MD	2016-10-06											1	1
MD	2016-10-07											1	1
MD	2016-10-08											1	1
MD	2016-10-09											1	1
MD	2016-10-10											1	1
MD	2016-10-11											1	1
MD	2016-10-12											1	1
MD	2016-10-13											1	1
MD	2016-10-14											1	1
MD	2016-10-15											1	1
MD	2016-10-16											1	1
MD	2016-10-17											1	1
MD	2016-10-18											1	1
MD	2016-10-19											1	1
MD	2016-10-20											1	1
MD	2016-10-21											1	1
MD	2016-10-22											1	1
MD	2016-10-23											1	1
MD	2016-10-24											1	1
MD	2016-10-25											1	1
MD	2016-10-26											1	1
MD	2016-10-27											1	1
MD	2016-10-28											1	1
MD	2016-10-29											1	1
MD	2016-10-30											1	1
MD	2016-10-31											1	1
MD	2016-11-01											1	1
MD	2016-11-02											1	1
MD	2016-11-03											1	1
MD	2016-11-04											1	1
MD	2016-11-05											1	1
MD	2016-11-06											1	1
MD	2016-11-07											1	1
MD	2016-11-08											1	1
MO	2016-01-01	0.381551159351214	0.355471959692832	0.406010138475359	0.44493101190449	0.415873570489504	0.473366748006485	-0.0434550997331513	-0.0930711710205587	0.00585256054864729	0.173517828744296	0.0415	0.1415
MO	2016-01-02	0.381575285417785	0.355339747165274	0.405887517427659	0.445015410564569	0.416009936813457	0.473520568802989	-0.0432695181003361	-0.0925163111029183	0.00659774081456966	0.173409304017646	0.042	0.142
MO	2016-01-03	0.381599451205567	0.355556178435448	0.405840145746443	0.445114029582264	0.416051189560109	0.473482014642978	-0.0435060638912423	-0.0930414536657046	0.00642845875074564	0.173286519212169	0.0424	0.1424
MO	2016-01-04	0.381634058089081	0.35540736342472	0.405940035276097	0.445201586474937	0.416349916726678	0.473419415276145	-0.0438320284127289	-0.092854415768843	0.00632298674178871	0.173164355435983	0.0397	0.1397
MO	2016-01-05	0.381656187133379	0.355624200661086	0.40581168999571	0.445275402057258	0.416621199154307	0.473504371922638	-0.0435467434919889	-0.0929241253401997	0.00595131965472192	0.173068410809363	0.04105	0.14105
MO	2016-01-06	0.381688591381872	0.355583093449785	0.405852783802928	0.445379104486158	0.41668079742779	0.473492324733232	-0.043455876471109	-0.0934188854697026	0.00632645351306777	0.17293230413197	0.0425	0.1425
MO	2016-01-07	0.381719637133197	0.355973408438294	0.405560192925331	0.445462989249588	0.416856182280943	0.473335562247431	-0.0438355393332024	-0.0926301951582199	0.00553232726651278	0.172817373617216	0.0391	0.1391
MO	2016-01-08	0.38176870825988	0.355848350901716	0.405524432095474	0.445556549310106	0.417212959391338	0.473161494649168	-0.0436829812806189	-0.0929785950699119	0.00521717502433727	0.172674742430014	0.03905	0.13905
MO	2016-01-09	0.381797051848585	0.356086256184464	0.405726231527114	0.445646599459132	0.417428425520226	0.473275135346118	-0.0439240575459275	-0.092096179243598	0.00464405386349767	0.172556348692283	0.0371	0.1371
MO	2016-01-10	0.381831386143809	0.356072565649205	0.40565593399825	0.445743387111369	0.41778022395669	0.473353917679241	-0.0440378321222926	-0.0924334163251173	0.00431608613616579	0.172425226744821	0.0365	0.1365
MO	2016-01-11	0.38185188686437	0.356239866260455	0.405623935997134	0.445828403577302	0.417970054553805	0.473114772997132	-0.0439667751274287	-0.0927622363757585	0.00566670853814004	0.172319709558328	0.03955	0.13955
MO	2016-01-12	0.381871076745038	0.356230221371092	0.405417842510509	0.445913536694081	0.418045322600805	0.473144683003755	-0.0439687237434934	-0.0920223086580093	0.00443723425198375	0.172215386560881	0.03605	0.13605
MO	2016-01-13	0.381918898645941	0.356500326462761	0.405305238376942	0.446016549429625	0.418429143678937	0.473104736751743	-0.044121983140887	-0.0924735576353164	0.00452193921521031	0.172064551924434	0.03595	0.13595
